org_id,org_name,region,status,category_list,category_groups_list,founded_on,num_funding_rounds,total_funding_usd,employee_count,num_exits,age,founder_id,founder_name,founder_gender,investor_count,degree_type,institution_name,is_completed,subject,degree_category,subject_category,industry,funding_bucket
249fad75-d527-4599-bcd5-d8e85cd3bbc8,CHAMPtitles,Ohio,operating,"SaaS,Software",Software,2018-01-01,4.0,31400000.0,51-100,0.0,5.0,ab51f7a7-b7ca-4fe3-a021-b2aad3f2e433,Shane McRann Bigelow,male,21.0,Bachelor of Business Administration,University of Notre Dame,True,Finance,Bachelor's Degree,Economics/Finance,Software,High
f976bb54-cf8b-405a-97b0-700d444bbd1b,Primitives,New York,operating,"Social Network,Web Design","Design,Internet Services",2021-01-01,1.0,4000000.0,11-50,0.0,2.0,960a8d28-78ee-c9d8-b472-fb32553a8c57,David Gabeau,male,4.0,Web Development,Flatiron School,True,Full Stack Web Development,Master's Degree,Computer Science/IT,Design/Internet Services,Medium
b5fede7e-feb9-42d2-8a83-3034ba3512b9,PARSIQ,Shetland Islands,operating,"Blockchain,Cryptocurrency,Cyber Security,Fraud Detection,Internet,Software","Financial Services,Information Technology,Internet Services,Other,Payments,Privacy and Security,Software",2018-01-01,2.0,3000000.0,11-50,0.0,5.0,115aa360-0fb7-4bcb-b1bc-d847c861453e,Alan Durnev,male,9.0,Bachelor's degree,University of Tartu,True,"Computer Science, Cum Laude",Bachelor's Degree,Computer Science/IT,Design/Internet Services,Medium
6dce71f6-292c-4a89-8c3a-87456f574421,CopyCat,Pennsylvania,operating,Software,Software,2020-01-01,2.0,219996.0,11-50,0.0,3.0,364e0212-768b-49aa-b466-17611b089874,Paritosh Gupta,male,2.0,Bachelor of Science - BS,Drexel University,True,Computer Science,Bachelor's Degree,Computer Science/IT,Software,Low
a81cdc31-3115-42fe-53e2-35d3463e2fea,Perennial,Colorado,operating,"AgTech,Software","Agriculture and Farming,Software",2018-01-01,5.0,24502393.0,11-50,0.0,5.0,613a8b1c-aba3-f84f-b8db-2c028d8f5b91,David Lu,male,10.0,BSc,Brown University,False,Chemistry,Bachelor's Degree,Computer Science/IT,Agriculture and Farming,High
89e9bab1-a9ce-4f92-aa15-1248ff2911ce,KPay,Kowloon,operating,"Financial Services,FinTech,Information Technology,Payments,Productivity Tools","Financial Services,Information Technology,Payments,Software",2020-01-01,1.0,10000000.0,11-50,0.0,3.0,9b5e2198-080b-40e7-9184-262c4cf37475,Jackson J. Chen,male,0.0,BA,Simon Fraser University,True,Business/Managerial Economics,Bachelor's Degree,Economics/Finance,Financial Services,Medium
055b2f7a-c227-4a4a-a5a8-2734ded15ece,Blueshift Cybersecurity,Florida,operating,"Cyber Security,SaaS","Information Technology,Privacy and Security,Software",2020-01-01,1.0,6000000.0,11-50,0.0,3.0,d90f409f-4c06-430a-b328-62235cfaf45f,Bradley Rowe,male,2.0,BSE,Princeton University,True,Operations Research,Bachelor's Degree,Other,Software,Medium
f888a582-6857-4739-9fb6-2c80f565c941,Dewey,New York,operating,"E-Learning,Education,Social Assistance","Education,Government and Military,Software",2021-01-01,1.0,885900.0,11-50,0.0,2.0,b1519c07-7048-4c52-931f-8b4c123c13dd,Pam Allyn,female,0.0,BA,Amherst College,False,English,Bachelor's Degree,Arts/Humanities,Education,Low
8c493368-609e-4e7c-a607-d8fe73edcb32,HMBradley,California,operating,"Banking,Finance,Financial Services,FinTech","Financial Services,Lending and Investments",2019-01-01,3.0,51555066.0,11-50,0.0,4.0,fe43ea64-bb55-4646-b1e3-b6f1fc7b905f,Andrew Mitsch,male,13.0,BA,University of Notre Dame,True,Economics; Mathematics,Bachelor's Degree,Economics/Finance,Financial Services,Very High
c191c0cf-c2ec-4b90-931e-91dcbbb96f83,Myelin Foundry,Karnataka,operating,"Artificial Intelligence,Industrial,Information Technology,Machine Learning,Media and Entertainment","Artificial Intelligence,Data and Analytics,Information Technology,Manufacturing,Media and Entertainment,Science and Engineering,Software",2019-01-01,5.0,4983821.0,11-50,0.0,4.0,d2d68483-0c61-4b13-87e0-46972ff9ac5e,Ganesh Suryanarayanan,male,10.0,M.S,Virginia Tech,True,Electrical Engineering,Master's Degree,Engineering,AI/Data Analytics,Medium
2ff5a526-1f4b-40ea-8efd-d329005e62b5,Twelve Labs,California,operating,"Information Technology,Software,Video","Information Technology,Media and Entertainment,Software,Video",2021-03-01,3.0,17120000.0,11-50,0.0,2.0,475977f0-738b-47ea-aa08-358b580e110d,Jae Lee,male,26.0,Bachelor's Degree,University of California Berkeley,True,Computer Science,Bachelor's Degree,Computer Science/IT,Media and Entertainment,High
c9785ede-b7a9-46c5-bd2f-ced3da3e63fc,Valuecase,Hamburg,operating,"Information Technology,SaaS,Sales,Sales Automation,Software","Information Technology,Sales and Marketing,Software",2021-01-01,2.0,3595027.0,11-50,0.0,2.0,1ffef686-73e8-4032-958e-1a087294a4ce,Jan Niklas Wick,male,12.0,B.A.,HSBA Hamburg School of Business Administration,True,Management and Operations,Bachelor's Degree,Business/Management,Commerce and Shopping,Medium
62ccef73-7f06-4107-876f-525089b54a82,Skipr,Brussels Hoofdstedelijk Gewest,operating,"Information Technology,SaaS,Software","Information Technology,Software",2019-01-02,2.0,7864152.0,11-50,0.0,4.0,661434c9-52c9-4aba-8753-147bb3a2e753,Mathieu de Lophem,male,3.0,Master,Louvain School of Management,False,Business Science,Master's Degree,Business/Management,Software,Medium
125e8f38-47b2-4584-9557-bb8a2b5284b4,EcoMap Technologies,Maryland,operating,"Analytics,Artificial Intelligence,Business Intelligence,Communities","Artificial Intelligence,Community and Lifestyle,Data and Analytics,Science and Engineering,Software",2018-11-18,3.0,3865000.0,11-50,0.0,5.0,ec393c27-1493-4d59-91f7-6e4341630944,Eden Rodriguez,female,7.0,BA,Kennesaw State University,True,Philosophy,Bachelor's Degree,Arts/Humanities,AI/Data Analytics,Medium
4c6ae10a-515c-4654-b2cc-2b0f7cac6e4b,My Wine Guide,California,operating,"E-Commerce,SaaS","Commerce and Shopping,Software",2018-04-15,1.0,650000.0,11-50,0.0,5.0,3c3f4711-0c4e-6fd0-13cc-ab4095c8b819,John Kirst,male,0.0,MBA,Tuck School of Business at Dartmouth College,True,General Management,Bachelor's Degree,Business/Management,Commerce and Shopping,Low
ccfc75c4-f3e5-4aa3-9758-121b3bdb98de,Enso Spaces,Catalonia,operating,"Property Management,Real Estate,Rental Property",Real Estate,2019-12-19,1.0,872719.0,11-50,0.0,4.0,c6ce2142-2019-4c75-a5a1-cf909689f5b9,Amedeo Galano,male,1.0,MSc,Copenhagen Business School (CBS),True,Strategic Market Creation,Master's Degree,Other,Real Estate,Low
9fd09b98-2346-4473-9936-46b389fd6c51,FarmTrace,California,operating,"Agriculture,Food and Beverage,Logistics,Software","Agriculture and Farming,Food and Beverage,Software,Transportation",2018-05-30,1.0,1000000.0,11-50,0.0,5.0,e269d68b-5d6a-4047-99a3-87c6a48c32e1,Chris van den Berg,male,2.0,M.Sc.,Nyenrode Business University,True,Business Administration,Master's Degree,Business/Management,Agriculture and Farming,Low
44999f4e-1532-438b-9aaf-a04661514ff2,Hypd Marketing Technologies Pvt Ltd,Delhi,operating,"E-Commerce,Marketing,Retail","Commerce and Shopping,Sales and Marketing",2020-01-01,3.0,1473641.0,11-50,0.0,3.0,a235b835-c602-4c30-92ae-69a2764eee8d,Ashwarya Garg,male,20.0,Bachelor’s Degree,Dr. A.P.J. Abdul Kalam Technical University,True,Civil Engineering,Bachelor's Degree,Engineering,Commerce and Shopping,Low
205499a2-c175-4583-af8d-ca78b1e56aa0,Rabbit mart,Al Qahirah,operating,E-Commerce,Commerce and Shopping,2021-01-01,1.0,11000000.0,51-100,0.0,2.0,f2932a32-7fec-4123-a2fa-27fd7be53ace,Tarek ElGeresy,male,5.0,Bachelor of Commerce (B.Com.),Cairo University,True,Accounting,Bachelor's Degree,Economics/Finance,Commerce and Shopping,High
fcab1fb3-8e9c-409d-925c-c201c5eb30c6,Kronologic,Texas,operating,"B2B,Enterprise Software,Marketing Automation,Sales Automation,Scheduling","Information Technology,Other,Sales and Marketing,Software",2018-01-01,4.0,17500000.0,11-50,0.0,5.0,56d6a980-eb57-4c5b-b321-97cac193207f,Ben Parker,male,16.0,Degree,Stony Brook University,False,Biology,Bachelor's Degree,Medical/Healthcare,Commerce and Shopping,High
a0a5e4ad-1085-40d8-9309-f7eae82ad500,Dagger,California,operating,"Information Technology,Software","Information Technology,Software",2018-01-01,3.0,30000000.0,11-50,0.0,5.0,2fa399c6-0843-35d7-6f59-10e4c6eadebe,Eric Bardin,male,12.0,unknown,University of Lyon,True,Accounting and Finances,Unknown,Economics/Finance,Software,High
8d3fe6db-94d2-41a4-bb3c-eb7da3bb9dbb,VAIOT LIMITED,NA - Malta,operating,"Artificial Intelligence,Blockchain","Artificial Intelligence,Data and Analytics,Other,Science and Engineering,Software",2018-12-01,2.0,7594503.0,11-50,0.0,5.0,48e87901-fc2d-bba5-d5b6-bc744d6194f2,Paweł Andruszkiewicz,male,0.0,Degree,Nicolaus Copernicus University in Toruń,True,Management,Bachelor's Degree,Business/Management,AI/Data Analytics,Medium
ce7542bb-55d1-419c-8b01-1c08f0783c0c,VR Legend PLC,Phnum Penh,operating,Advertising,"Advertising,Sales and Marketing",2018-10-01,2.0,620000.0,51-100,0.0,5.0,8e156697-ddb7-40fa-a7f9-6c8bf38f7f61,Vinhsou Kwann,male,0.0,BS,Norton University,True,Civil Engineering,Bachelor's Degree,Engineering,Commerce and Shopping,Low
e53ebe92-60d7-4524-a1ab-4dde2d3e6a35,unremot,Delaware,operating,"Messaging,Video Chat,Virtual Workforce","Administrative Services,Information Technology,Internet Services,Messaging and Telecommunications",2020-01-01,2.0,700000.0,11-50,0.0,3.0,9ce84246-837f-ff31-8c11-e26aae6b1c76,Nisanth Kumar,male,5.0,B.Tech.,GCE Kannur,True,Electronics & Communications Engineering,Bachelor's Degree,Computer Science/IT,Design/Internet Services,Low
c9be1056-973c-410c-a7b6-dc51dc2e94bf,Fregata Space,Catalonia,operating,"Aerospace,Analytics,Artificial Intelligence,Cloud Computing,Enterprise Software,Geospatial,Government,Mapping Services,Predictive Analytics,Software","Artificial Intelligence,Data and Analytics,Government and Military,Internet Services,Navigation and Mapping,Science and Engineering,Software",2020-09-17,1.0,909916.0,11-50,0.0,3.0,a2b058c2-6fbf-54d9-5322-1521dc56e64c,Marí­a Fernanda Gonzalez Gutierrez,female,0.0,Master's Degree,Polytechnic University of Catalonia,False,Numerical Methods for calculation and design in Engineering,Bachelor's Degree,Engineering,AI/Data Analytics,Low
ff38f27e-35b3-48ef-85e9-954669c8c82f,Little Otter,California,operating,"Apps,Children,Health Care","Apps,Community and Lifestyle,Health Care,Software",2020-01-01,3.0,26200000.0,11-50,0.0,3.0,33fcb372-9818-4486-8108-606295c1665b,Gabrielle Bufrem,female,14.0,BA,Brown University,True,International Relations and Affairs,Bachelor's Degree,Arts/Humanities,Health Care,High
3f075048-09c3-449b-9f01-ef94932b5d0c,OneHealth,Lagos,operating,Health Care,Health Care,2018-04-01,3.0,150000.0,11-50,0.0,5.0,c96f428f-9d32-43b1-bdc7-8c68f9e575e5,Adeola Alli,female,3.0,Master of Pharmacy,University of Manchester,True,Pharmacy & Pharmaceutical Sciences,Master's Degree,Medical/Healthcare,Health Care,Low
042937ce-531a-4dc6-aea2-4aa4eca630e4,Fairtility,Tel Aviv,operating,"Artificial Intelligence,Health Care,Machine Learning","Artificial Intelligence,Data and Analytics,Health Care,Science and Engineering,Software",2019-01-01,2.0,18500000.0,11-50,0.0,4.0,f318697b-9e51-4b0e-ba01-63d636276003,Itay Erlich,male,2.0,Doctor of Philosophy (Ph.D.),Hebrew University of Jerusalem,True,Computer Science,Doctoral Degree,Computer Science/IT,AI/Data Analytics,High
e15ccde0-30b3-4c69-a80a-2366f350d500,Emit Imaging,Maryland,operating,"3D Technology,Image Recognition,Information Technology,Software","Data and Analytics,Hardware,Information Technology,Software",2018-01-01,1.0,5878666.0,11-50,0.0,5.0,c930f619-f10d-4505-a975-ad46e6626ccd,Matt Silva,male,0.0,"ME,",Worcester Polytechnic Institute,True,Biomedical Engineering,Master's Degree,Engineering,AI/Data Analytics,Medium
c8ada4f1-1258-49d1-b407-76686c35b25e,Tango,California,operating,"Enterprise Software,Software",Software,2020-01-01,2.0,19700000.0,11-50,0.0,3.0,23777f43-dfe2-46ee-9e91-a495f0ebd859,Ken Babcock,male,20.0,B.S.,Cornell University,True,Applied Economics and Management,Bachelor's Degree,Economics/Finance,Software,High
536c53df-6215-477f-ab22-1f170a21de03,Swirepay,California,operating,FinTech,Financial Services,2019-11-01,1.0,1100000.0,11-50,0.0,4.0,e30fc408-a72b-4238-a279-2d20179488da,Adithya Murali,male,0.0,M.S.E.,The Johns Hopkins University,True,Chemical and Biomolecular Engineering,Master's Degree,Chemistry,Financial Services,Low
8b31238a-e365-404f-9eea-166af39cbab6,BeAmbassador,Madrid,operating,"B2B,Brand Marketing,Digital Marketing,Human Resources,Marketing,Personal Branding,SaaS,Social Media,Software","Administrative Services,Internet Services,Media and Entertainment,Other,Sales and Marketing,Software",2019-02-12,2.0,564064.0,11-50,0.0,4.0,d5ee76f5-d4ca-438a-8187-1f83947108ee,José Olarreaga,male,0.0,B.S.,Colegio Universitario de Estudios Financieros,True,Economics,Bachelor's Degree,Economics/Finance,Commerce and Shopping,Low
39ef6218-1baf-47d0-9353-870a0df96fc1,Loopit,New South Wales,operating,"Information Technology,Software,Subscription Service","Information Technology,Other,Software",2019-01-01,1.0,2683337.0,11-50,0.0,4.0,dd424110-e1b4-463f-b6cd-d289df58fa4d,Jeremy Gupta,male,4.0,BS,University of New South Wales,False,Degree,Bachelor's Degree,Other,Software,Medium
29588664-f2f1-4f59-966f-46d0a5e02965,Lively Root,California,operating,"E-Commerce,Home and Garden,Home Decor,Internet","Commerce and Shopping,Internet Services,Real Estate",2020-07-01,2.0,5100000.0,11-50,0.0,3.0,4c627de2-8ada-ada7-261a-9a4c430c72c6,Colin Barceloux,male,3.0,BS,Santa Clara University,True,MIS,Bachelor's Degree,Computer Science/IT,Commerce and Shopping,Medium
99da234b-90eb-40d1-9fb9-8d62beba8bd8,Savology,Utah,operating,"Financial Services,FinTech,Personal Finance",Financial Services,2019-03-19,5.0,1650000.0,11-50,0.0,4.0,b20f1ee5-0519-416f-b1b2-2781195ec1f6,Spencer Barclay,male,1.0,B.A.,Westminster College,True,Economics,Bachelor's Degree,Economics/Finance,Financial Services,Low
18460501-1565-43f0-a298-b62c91f18068,Statera Medical,Quebec,operating,"Health Care,Medical Device",Health Care,2020-10-15,2.0,508293.0,11-50,0.0,3.0,32b28676-4ca8-43b4-aeea-128bdd69b732,Moreno Morelli,male,2.0,MS,Université de Montréal,True,Biomedical Sciences,Master's Degree,Medical/Healthcare,Health Care,Low
136ae4e9-4684-4717-b935-2412c2221cc2,Picovoice,British Columbia,operating,"Artificial Intelligence,Machine Learning,Speech Recognition","Artificial Intelligence,Data and Analytics,Science and Engineering,Software",2018-01-01,1.0,500000.0,11-50,0.0,5.0,671c639a-5644-4287-b099-f62a52426f84,Alireza Kenarsari,male,1.0,M.A.Sc,University of British Columbia,True,Electrical and Computer Engineering,Master's Degree,Computer Science/IT,AI/Data Analytics,Low
02684edc-8566-43ad-b6ed-a8f799c7724f,Missafir,Istanbul,operating,"Hospitality,Property Management,Vacation Rental","Real Estate,Travel and Tourism",2018-11-01,4.0,1100000.0,51-100,0.0,5.0,69ba3b6b-0f12-49df-9ced-0379b6497a41,Mehmet Yuksel,male,20.0,MSc,Marmara University,False,Engineering Management,Master's Degree,Business/Management,Real Estate,Low
5ff18c90-634b-4ff1-be38-81d48ab0a527,Unique,Zurich,operating,"Artificial Intelligence,Finance,FinTech,SaaS,Software","Artificial Intelligence,Data and Analytics,Financial Services,Science and Engineering,Software",2021-07-08,3.0,16285054.0,51-100,0.0,2.0,529f1c4c-2cab-7d3b-f402-28f995a721e9,Martin Heibel,male,6.0,Degree,Harvard Business School,True,Entrepreneurship,Bachelor's Degree,Business/Management,AI/Data Analytics,High
be790fc5-3fb4-48d2-a4fb-c2fc34b4f75b,Alumis,California,operating,"Biotechnology,Health Care,Life Science","Biotechnology,Health Care,Science and Engineering",2021-01-01,2.0,270000000.0,11-50,0.0,2.0,b2b1eb39-2e15-2bed-e8cf-cc08134a1f9b,Ken A Brameld,male,2.0,Phd,Caltech,False,Chemistry,Doctoral Degree,Computer Science/IT,Health Care,Very High
40a9c97e-5e40-4bc7-a499-9f40a3d092c6,Niko Technologies,Harjumaa,operating,"Blockchain,Cryptocurrency,Financial Services,FinTech,Information Technology,Software","Financial Services,Information Technology,Other,Payments,Software",2018-06-20,2.0,215777.0,11-50,0.0,5.0,e29e0fcf-96ef-4c94-a2e3-6ead02ec50c1,Sergey Kolesnik,male,2.0,M.Sc,Petro Mohyla Black Sea State University,True,System analysis,Master's Degree,Computer Science/IT,Financial Services,Low
fc68ab68-9036-4f21-a846-89753e3794a9,Bond,California,operating,FinTech,Financial Services,2019-03-01,2.0,42000000.0,11-50,0.0,4.0,d9026ab1-8419-f41c-d1f3-c754e325f58b,Roy Ng,male,12.0,B.S.,"UC Berkeley, Haas Business School",True,Business Administration,Bachelor's Degree,Business/Management,Financial Services,High
4f68edf4-29d6-4839-8f33-ad9d97fbf6d7,CogniFiber,HaMerkaz,operating,"Artificial Intelligence,Cloud Computing,Cloud Infrastructure,Cyber Security,Fraud Detection,Information Technology,Internet of Things,Predictive Analytics,Software","Artificial Intelligence,Data and Analytics,Financial Services,Hardware,Information Technology,Internet Services,Payments,Privacy and Security,Science and Engineering,Software",2018-05-01,2.0,8500000.0,11-50,0.0,5.0,fca2de0b-85fa-40ec-82d2-7da0cb8cd83e,Eyal Cohen,male,2.0,Post-doc,Bar-Ilan University,True,Photonics,Doctoral Degree,Computer Science/IT,AI/Data Analytics,Medium
c4ae0c08-20db-4875-932e-71ec464ce907,Qubit Pharmaceuticals,Ile-de-France,operating,Biotechnology,"Biotechnology,Science and Engineering",2020-01-01,3.0,19934769.0,11-50,0.0,3.0,1d158da9-4d16-4e53-b97b-adf4d635a2ac,Jay Ponder,male,6.0,Ph.D,Harvard University,True,Chemistry,Doctoral Degree,Computer Science/IT,Biotechnology,High
a66b8b3b-c789-4c6b-91ff-646124bf477c,Ox,Arkansas,operating,"Enterprise Software,Industrial Automation,Retail,Retail Technology,Software,Supply Chain Management","Commerce and Shopping,Hardware,Manufacturing,Science and Engineering,Software,Transportation",2019-01-01,3.0,3600000.0,11-50,0.0,4.0,f562ee71-80a3-484a-bb78-4aff4f4f6154,Charu Thomas,female,11.0,B.S.,Georgia Institute of Technology,True,Industrial and Systems Engineering,Bachelor's Degree,Computer Science/IT,Commerce and Shopping,Medium
0fa2f7cc-c851-4585-a6dc-29e2156a756d,Dexai Robotics,Massachusetts,operating,"Agriculture,Artificial Intelligence,Food and Beverage,Hospitality,Machine Learning","Agriculture and Farming,Artificial Intelligence,Data and Analytics,Food and Beverage,Science and Engineering,Software,Travel and Tourism",2018-01-01,3.0,12164224.0,11-50,0.0,5.0,906ae177-97d4-4cf0-9bb4-578075e8072a,David Johnson,male,10.0,M.S.,Stanford University,True,Aeronautical and Astronautical Engineering,Master's Degree,Engineering,AI/Data Analytics,High
4e88c072-6d59-45ab-98de-d155a402f84e,Kredi,Nuevo Leon,operating,"Credit,Financial Services,FinTech","Financial Services,Lending and Investments",2021-01-01,2.0,3225000.0,11-50,0.0,2.0,40ef2a08-de04-4387-b2fe-9628d4ece0b3,Javier Aldape,male,12.0,B.S.,Southern Methodist University,True,"Double major, Engineering in Management Science and Economics",Bachelor's Degree,Economics/Finance,Financial Services,Medium
5ccfe17b-a534-4484-b958-444f85c2c381,TenureX,Tel Aviv,operating,"Banking,Financial Services,FinTech,Payments,Transaction Processing","Financial Services,Lending and Investments,Payments,Software",2020-07-30,5.0,6000000.0,11-50,0.0,3.0,b570b9a9-8d67-d87e-1632-87657f699275,Al (Eyal) Azoulay,male,15.0,MBA,Columbia Business School,False,"Business/Commerce, General",Bachelor's Degree,Economics/Finance,Financial Services,Medium
